sample,step,block_states,solved
1,54,"[2, 2, 2, 2, 1, 1, 4, 3, 1, 2, 3, 0, 1, 1, 4, 2, 1, 1, 0, 3, 2, 1, 0, 0, 1, 2, 1, 2, 1, 1, 0, 2, 2, 1, 0, 1, 1, 2, 4, 0]",True
1,55,"[2, 2, 2, 2, 1, 1, 4, 3, 1, 2, 2, 0, 1, 1, 4, 2, 1, 1, 0, 3, 2, 1, 0, 0, 1, 2, 1, 2, 1, 1, 0, 2, 2, 1, 0, 1, 1, 2, 4, 0]",True
1,56,"[2, 2, 2, 2, 1, 1, 4, 3, 1, 2, 2, 0, 1, 1, 4, 2, 1, 1, 0, 3, 2, 1, 0, 0, 1, 2, 1, 2, 1, 1, 0, 2, 2, 1, 0, 1, 1, 2, 3, 0]",True
1,57,"[2, 2, 2, 2, 1, 1, 4, 3, 1, 2, 2, 0, 1, 1, 4, 0, 1, 1, 0, 3, 2, 1, 0, 0, 1, 2, 1, 2, 1, 1, 0, 2, 2, 1, 0, 1, 1, 2, 3, 0]",True
1,58,"[2, 2, 2, 2, 1, 1, 4, 1, 1, 2, 2, 0, 1, 1, 4, 0, 1, 1, 0, 3, 2, 1, 0, 0, 1, 2, 1, 2, 1, 1, 0, 2, 2, 1, 0, 1, 1, 2, 3, 0]",True
1,59,"[2, 2, 3, 2, 1, 1, 4, 1, 1, 2, 2, 0, 1, 1, 4, 0, 1, 1, 0, 3, 2, 1, 0, 0, 1, 2, 1, 2, 1, 1, 0, 2, 2, 1, 0, 1, 1, 2, 3, 0]",True
1,60,"[2, 2, 3, 2, 1, 1, 4, 1, 1, 2, 2, 2, 1, 1, 4, 0, 1, 1, 0, 3, 2, 1, 0, 0, 1, 2, 1, 2, 1, 1, 0, 2, 2, 1, 0, 1, 1, 2, 3, 0]",True
1,61,"[2, 2, 3, 2, 1, 1, 4, 1, 1, 2, 2, 2, 1, 1, 4, 0, 1, 1, 0, 3, 2, 1, 0, 0, 1, 2, 1, 2, 1, 1, 0, 2, 2, 1, 0, 1, 1, 2, 2, 0]",True
1,62,"[2, 2, 3, 2, 1, 1, 3, 0, 1, 2, 2, 2, 1, 1, 4, 0, 1, 1, 0, 3, 2, 1, 0, 0, 1, 2, 1, 2, 1, 1, 0, 2, 2, 1, 0, 1, 1, 2, 2, 0]",True
1,63,"[2, 2, 3, 1, 1, 1, 3, 0, 1, 2, 2, 2, 1, 1, 4, 0, 1, 1, 0, 3, 2, 1, 0, 0, 1, 2, 1, 2, 1, 1, 0, 2, 2, 1, 0, 1, 1, 2, 2, 0]",True
2,0,"[2, 2, 3, 2, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 4, 1, 2, 1, 1, 0, 2, 1, 3, 0, 1, 1, 2, 2, 1, 1, 1, 2, 2, 1, 2, 1, 2, 1, 1, 3]",True
2,1,"[2, 2, 3, 2, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 3, 1, 1, 4, 1, 2, 1, 1, 0, 2, 1, 3, 0, 1, 1, 2, 2, 1, 1, 1, 2, 2, 1, 2, 1, 2, 1, 1, 3]",True
2,2,"[2, 2, 3, 2, 1, 1, 0, 2, 1, 1, 0, 0, 1, 1, 0, 3, 1, 1, 4, 1, 2, 1, 1, 0, 2, 1, 3, 0, 1, 1, 2, 2, 1, 1, 1, 2, 2, 1, 2, 1, 2, 1, 1, 3]",True
2,3,"[2, 2, 3, 2, 1, 1, 0, 2, 1, 1, 0, 0, 1, 1, 0, 3, 1, 1, 4, 1, 2, 1, 1, 0, 2, 1, 3, 0, 1, 1, 2, 2, 1, 1, 1, 2, 2, 1, 0, 1, 2, 1, 1, 3]",True
2,4,"[2, 2, 3, 2, 1, 1, 0, 2, 1, 1, 0, 0, 1, 1, 0, 3, 1, 1, 2, 1, 2, 1, 1, 0, 2, 1, 3, 0, 1, 1, 2, 2, 1, 1, 1, 2, 2, 1, 0, 1, 2, 1, 1, 3]",True
2,5,"[2, 2, 3, 1, 1, 1, 0, 2, 1, 1, 0, 0, 1, 1, 0, 3, 1, 1, 2, 1, 2, 1, 1, 0, 2, 1, 3, 0, 1, 1, 2, 2, 1, 1, 1, 2, 2, 1, 0, 1, 2, 1, 1, 3]",True
